simulation,dem_seats,dem_control,national_error
97,47.0,0,-7.245864575183127
98,49.0,0,-3.3679258527756395
99,53.0,1,1.5771469081371372
100,49.0,0,-4.9289025956326915
101,49.0,0,-3.0391928671604167
102,48.0,0,-6.720792195228807
103,53.0,1,1.2648026954552631
104,51.0,1,0.387957476192265
105,55.0,1,6.758610317562696
106,47.0,0,-4.3643097036331255
107,45.0,0,-10.639391374775542
108,53.0,1,2.3639658652757003
109,53.0,1,3.15561938906028
110,49.0,0,0.3063396672630644
111,46.0,0,-7.779030268107292
112,54.0,1,5.082211257665717
113,51.0,1,0.8982811936261379
114,48.0,0,-2.348307453753383
115,52.0,1,1.2843112192313242
116,50.0,0,0.40783447398183215
117,46.0,0,-10.053659662408595
118,49.0,0,-0.7800811659882904
119,52.0,1,1.2191669433747665
120,55.0,1,7.249904454241371
121,50.0,0,-0.87533673177233
122,49.0,0,-4.300147383133567
123,46.0,0,-10.590577513649533
124,51.0,1,1.1610349356344745
125,54.0,1,1.646008081416522
126,50.0,0,-1.772945673330697
127,50.0,0,-0.7875588585307614
128,50.0,0,-4.2646134305907575
129,53.0,1,3.528320869318617
130,49.0,0,-2.3776968677066264
131,52.0,1,0.8948601835974204
132,49.0,0,-3.9273461131060605
133,54.0,1,7.122124477433122
134,54.0,1,6.394840477609281
135,53.0,1,3.126270301395502
136,53.0,1,6.996018351793757
137,49.0,0,-2.3278535710426875
138,55.0,1,9.481260785968443
139,55.0,1,8.196645084087422
140,49.0,0,-0.9429761533585794
141,54.0,1,2.8369272088910398
142,52.0,1,0.39108128895779903
143,54.0,1,5.83276061199617
144,52.0,1,5.581612732159474
145,52.0,1,3.3307674044581215
146,54.0,1,2.810226084888495
147,50.0,0,-0.97505672733065
148,50.0,0,-1.8150018514961141
149,49.0,0,-2.676347942274831
150,50.0,0,-3.966532633434541
151,52.0,1,0.48811026190420637
152,49.0,0,-0.19995509102607212
153,46.0,0,-9.285630011020308
154,52.0,1,1.202661422549438
155,50.0,0,-0.8410726806278468
156,50.0,0,-3.3640962158120375
157,48.0,0,-2.6311951380928127
158,48.0,0,-3.706865227177425
159,49.0,0,-1.256177576776996
160,49.0,0,-2.551770659428657
161,51.0,1,2.1159178069107885
162,52.0,1,0.4392931967414781
163,53.0,1,6.083208868708783
164,49.0,0,-4.569270090015288
165,54.0,1,6.85425801350821
166,48.0,0,-6.829647700770989
167,50.0,0,-4.569869689720691
168,53.0,1,3.1577657896712923
169,42.0,0,-13.81787678120811
170,49.0,0,-1.358507795297446
171,48.0,0,-7.281291967769392
172,55.0,1,5.199256236566462
173,54.0,1,4.119692507690193
174,54.0,1,6.078743869425214
175,48.0,0,-6.272364060804597
176,49.0,0,-0.477424183748185
177,52.0,1,2.0083018221866853
178,54.0,1,7.389962104018025
179,49.0,0,-4.920141492369802
180,49.0,0,-1.7966823443575408
181,48.0,0,-6.463225772314693
182,54.0,1,3.699028986561869
183,49.0,0,-6.516551186003787
184,51.0,1,0.31520093917282177
185,50.0,0,-2.2525508352828076
186,49.0,0,-5.138413011692215
187,49.0,0,-3.543865019211969
188,50.0,0,-0.10521712834849455
189,53.0,1,2.122888050583528
190,51.0,1,1.8135396791321488
191,49.0,0,-5.095358791426261
192,58.0,1,12.061499915605012
193,57.0,1,10.947095077625931
194,51.0,1,-1.6150784300629
195,48.0,0,-4.825096022369209
196,51.0,1,-1.7053424209348893
197,49.0,0,-2.6035444633171116
198,46.0,0,-7.385659051193555
199,49.0,0,-4.593397962752077
200,48.0,0,-3.8552503999375984
201,50.0,0,-0.8152305506552703
202,52.0,1,-0.5229613068159759
203,50.0,0,-1.2564983162233914
204,49.0,0,-0.9799409072928996
205,53.0,1,3.0785005450846223
206,48.0,0,-3.3204152731819887
207,51.0,1,-1.3946786492206031
208,50.0,0,0.35777948406000565
209,53.0,1,5.0064911842339646
210,54.0,1,4.173921971689256
211,52.0,1,1.3177200481995042
212,51.0,1,-1.0758660995318885
213,53.0,1,2.1518851624630897
214,54.0,1,4.495560217241336
215,42.0,0,-12.436098593018496
216,49.0,0,-4.9878094117761025
217,54.0,1,6.40974081768705
218,54.0,1,4.754913331006488
219,54.0,1,7.713430712866903
220,51.0,1,2.0199503834055363
221,49.0,0,-2.521446113370804
222,47.0,0,-6.902354348142023
223,48.0,0,-4.14598974167505
224,46.0,0,-8.488833380932073
225,49.0,0,-2.739072555159249
226,52.0,1,1.4887877459741106
227,55.0,1,7.328155081535911
228,48.0,0,-4.4420903674693815
229,50.0,0,-0.09975641277014326
230,50.0,0,-2.2187282348807247
231,47.0,0,-8.790552908772016
232,51.0,1,-0.04099970873671277
233,51.0,1,0.04093977696253811
234,49.0,0,-0.7967820770055448
235,52.0,1,0.500621008293302
236,52.0,1,0.44164870838913955
237,52.0,1,1.8800986673855045
238,50.0,0,-0.9886992729609896
239,49.0,0,-5.16166122779366
240,53.0,1,2.538892046114314
241,49.0,0,-0.8191936432178826
242,50.0,0,-0.3015363254808082
243,54.0,1,3.089280251785096
244,49.0,0,0.5181101393789116
245,54.0,1,6.65706664278903
246,52.0,1,1.8168896126319218
247,49.0,0,-2.503936944511698
