model_id,model_family,model_family_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,component_count,cycle,n_observations,races,mae,rmse,mean_error_dem,brier,winner_accuracy,mean_error,absolute_mean_error
generic_plus_approval_plus_midterm__gb_p0_00__approval_p1_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,1.0,1.0,3,2012,32,32,10.130293602723446,13.318001389856743,1.093174655879979,0.09587857793533822,0.875,1.093174655879979,1.093174655879979
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-1.0,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-0.8,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-0.6,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-0.4,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-0.2,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,-0.0,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,0.2,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,0.4,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,0.6,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,0.8,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.0,1.0,3,2012,32,32,10.21260128783413,13.331805088238418,-1.250158677453354,0.11207241846266519,0.84375,-1.250158677453354,1.250158677453354
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-1.0,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-0.8,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-0.6,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-0.4,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-0.2,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,-0.0,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,0.2,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,0.4,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,0.6,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,0.8,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_20__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.2,1.0,3,2012,32,32,10.154267954500794,13.29616448164411,-0.7834920107866875,0.1085156725173918,0.875,-0.7834920107866875,0.7834920107866875
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-1.0,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-0.8,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-0.6,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-0.4,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-0.2,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,-0.0,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,0.2,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,0.4,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,0.6,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,0.8,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_40__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.4,1.0,3,2012,32,32,10.122913594430896,13.276841058423672,-0.31682534412002106,0.10511983880594566,0.875,-0.31682534412002106,0.31682534412002106
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-1.0,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-0.8,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-0.6,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-0.4,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-0.2,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,-0.0,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,0.2,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,0.4,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,0.6,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,0.8,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_60__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.6,1.0,3,2012,32,32,10.09374692776423,13.27390607974572,0.14984132254664662,0.101889113839155,0.875,0.14984132254664662,0.14984132254664662
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-1.0,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-0.8,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-0.6,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-0.4,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-0.2,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,-0.0,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,0.2,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,0.4,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,0.6,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,0.8,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p0_80__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.8,1.0,3,2012,32,32,10.100501936056778,13.287370405491512,0.6165079892133132,0.09882744140416683,0.875,0.6165079892133132,0.6165079892133132
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-1.0,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-0.8,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-0.6,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-0.4,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-0.2,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,-0.0,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,0.2,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,0.4,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,0.6,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,0.8,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_05__approval_p1_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,1.0,1.0,3,2012,32,32,10.129668602723447,13.317184294253366,1.0831746558799802,0.09593856462289085,0.875,1.0831746558799802,1.0831746558799802
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-1.0,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-0.8,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-0.6,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-0.4,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-0.2,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,-0.0,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,0.2,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,0.4,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,0.6,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,0.8,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.0,1.0,3,2012,32,32,10.213851287834128,13.332746531916401,-1.260158677453354,0.11215036291977329,0.84375,-1.260158677453354,1.260158677453354
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-1.0,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-0.8,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-0.6,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-0.4,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-0.2,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,-0.0,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,0.2,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,0.4,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,0.6,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,0.8,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_20__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.2,1.0,3,2012,32,32,10.155517954500795,13.296757490574539,-0.793492010786688,0.10859021686943035,0.875,-0.793492010786688,0.793492010786688
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_40__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.4,-1.0,3,2012,32,32,10.123538594430897,13.277083452231782,-0.32682534412001996,0.1051908900586404,0.875,-0.32682534412001996,0.32682534412001996
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_40__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.4,-0.8,3,2012,32,32,10.123538594430897,13.277083452231782,-0.32682534412001996,0.1051908900586404,0.875,-0.32682534412001996,0.32682534412001996
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_40__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.4,-0.6,3,2012,32,32,10.123538594430897,13.277083452231782,-0.32682534412001996,0.1051908900586404,0.875,-0.32682534412001996,0.32682534412001996
generic_plus_approval_plus_midterm__gb_p0_10__approval_p0_40__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.4,-0.4,3,2012,32,32,10.123538594430897,13.277083452231782,-0.32682534412001996,0.1051908900586404,0.875,-0.32682534412001996,0.32682534412001996
