model_id,model_family,model_family_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,component_count,cycle,n_observations,races,mae,rmse,mean_error_dem,brier,winner_accuracy,mean_error,absolute_mean_error
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,-0.8,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,-0.6,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,-0.4,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,-0.2,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,-0.0,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,0.2,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,0.4,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,0.6,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,0.8,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_20__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.2,1.0,3,2024,34,34,5.355030016634816,7.29053337555772,2.4119431787843935,0.04176174625267332,0.9411764705882353,2.4119431787843935,2.4119431787843935
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-1.0,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-0.8,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-0.6,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-0.4,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-0.2,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,-0.0,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,0.2,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,0.4,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,0.6,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,0.8,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_40__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.4,1.0,3,2024,34,34,5.237354143816924,7.206706481873706,2.1452765121177273,0.042506288900680006,0.9117647058823529,2.1452765121177273,2.1452765121177273
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-1.0,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-0.8,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-0.6,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-0.4,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-0.2,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,-0.0,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,0.2,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,0.4,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,0.6,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,0.8,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_60__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.6,1.0,3,2024,34,34,5.137934218759782,7.131870859309088,1.878609845451059,0.04333728862678868,0.9117647058823529,1.878609845451059,1.878609845451059
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-1.0,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-0.8,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-0.6,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-0.4,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-0.2,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,-0.0,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,0.2,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,0.4,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,0.6,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,0.8,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p0_80__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.8,1.0,3,2024,34,34,5.071739164261266,7.066312179211023,1.6119431787843925,0.04425391605651739,0.9411764705882353,1.6119431787843925,1.6119431787843925
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-1.0,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-0.8,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-0.6,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-0.4,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-0.2,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,-0.0,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,0.2,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,0.4,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,0.6,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,0.8,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_00__approval_p1_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,1.0,1.0,3,2024,34,34,5.063595126683431,7.010290714121073,1.3452765121177268,0.04525517353221066,0.9411764705882353,1.3452765121177268,1.3452765121177268
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-1.0,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-0.8,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-0.6,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-0.4,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-0.2,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,-0.0,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,0.2,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,0.4,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,0.6,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,0.8,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_00__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.0,1.0,3,2024,34,34,5.473461389183835,7.377616445114257,2.6636098454510604,0.04113897660597849,0.9411764705882353,2.6636098454510604,2.6636098454510604
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-1.0,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-0.8,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-0.6,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-0.4,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-0.2,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,-0.0,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,0.2,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,0.4,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,0.6,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,0.8,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_20__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.2,1.0,3,2024,34,34,5.347971193105405,7.285584643991005,2.396943178784394,0.041801319859842465,0.9411764705882353,2.396943178784394,2.396943178784394
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-1.0,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-0.8,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-0.6,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-0.4,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-0.2,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_m0_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,-0.0,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_p0_20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,0.2,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_p0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,0.4,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_p0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,0.6,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_p0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,0.8,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_40__midterm_p1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.4,1.0,3,2024,34,34,5.23117767322869,7.20225555090327,2.130276512117727,0.0425507447818846,0.9117647058823529,2.130276512117727,2.130276512117727
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_60__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.6,-1.0,3,2024,34,34,5.1335224540538995,7.127934389323363,1.8636098454510603,0.043386584674586906,0.9117647058823529,1.8636098454510603,1.8636098454510603
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_60__midterm_m0_80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.6,-0.8,3,2024,34,34,5.1335224540538995,7.127934389323363,1.8636098454510603,0.043386584674586906,0.9117647058823529,1.8636098454510603,1.8636098454510603
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_60__midterm_m0_60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.6,-0.6,3,2024,34,34,5.1335224540538995,7.127934389323363,1.8636098454510603,0.043386584674586906,0.9117647058823529,1.8636098454510603,1.8636098454510603
generic_plus_approval_plus_midterm__gb_p1_05__approval_p0_60__midterm_m0_40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.6,-0.4,3,2024,34,34,5.1335224540538995,7.127934389323363,1.8636098454510603,0.043386584674586906,0.9117647058823529,1.8636098454510603,1.8636098454510603
