snapshot_id,cycle,state,race_id,snapshot_date,days_out,actual_margin_dem,fundamentals_margin_dem,polling_margin_dem,has_polling,poll_count,pollster_count,effective_poll_count,mean_poll_age_days,production_polling_weight,production_bayesian_margin_dem,production_posterior_sd,margin_movement_dem
2018_MS_108_20181106_D120,2018,MS,2018_MS_REGULAR,2018-07-09,120,-19.41285627996939,-11.60969464812012,-16.8,True,1.0,1.0,1.0,89.0,0.054,-11.889971137121632,5.5,-0.2802764890015119
2018_MS_130_20181106_D120,2018,MS,2018_MS_SPECIAL,2018-07-09,120,-7.266512999290427,-11.60969464812012,,False,0.0,,0.0,,0.0,-11.60969464812012,5.5,0.0
2018_MT_110_20181106_D120,2018,MT,2018_MT,2018-07-09,120,3.6569158437772415,-15.649328634048878,10.655290461729804,True,2.0,2.0,6.479330616441717,7.836342316308284,0.099,-13.045171343566787,5.5,2.6041572904820907
2018_ND_116_20181106_D120,2018,ND,2018_ND,2018-07-09,120,-10.905410742496043,-33.0484857930395,-6.920257204037384,True,4.0,4.0,6.77777239647932,8.41510452737291,0.18,-28.34540464701912,5.5,4.703081146020377
2018_NE_111_20181106_D120,2018,NE,2018_NE,2018-07-09,120,-19.79502813980163,-20.525348226355145,-16.802204444030654,True,2.0,2.0,1.0681003107069604,164.53837630160658,0.099,-20.156756991905024,5.5,0.3685912344501219
2018_NJ_113_20181106_D120,2018,NJ,2018_NJ,2018-07-09,120,11.544410589867937,21.13838028580259,6.0644474280313645,True,3.0,3.0,1.2986607558587815,55.145728274920785,0.135,19.103399350003475,5.5,-2.0349809357991155
2018_NM_114_20181106_D120,2018,NM,2018_NM,2018-07-09,120,27.83688334059555,15.871589868648222,,False,0.0,,0.0,,0.0,15.871589868648222,5.5,0.0
2018_NV_112_20181106_D120,2018,NV,2018_NV,2018-07-09,120,5.247548248472796,9.157418839970395,2.149319352658955,True,7.0,4.0,7.0230509766755835,8.532977912439401,0.18,7.895960932254336,5.5,-1.2614579077160597
2018_NY_115_20181106_D120,2018,NY,2018_NY,2018-07-09,120,33.99933379035469,33.39301299955074,33.24776565095408,True,4.0,2.0,1.5479339989444645,41.35890522415636,0.18,33.36686847680335,5.5,-0.026144522747394205
2018_OH_117_20181106_D120,2018,OH,2018_OH,2018-07-09,120,6.847342539013482,-1.965369154271805,6.173015879982322,True,9.0,8.0,8.614919647481006,11.144383454871548,0.18,-0.5004598481060623,5.5,1.4649093061657428
2018_PA_118_20181106_D120,2018,PA,2018_PA,2018-07-09,120,13.085564092459125,5.818928385019667,12.710314382345295,True,8.0,6.0,8.088610401604802,9.515631933087372,0.18,7.0593778645382805,5.5,1.2404494795186132
2018_RI_119_20181106_D120,2018,RI,2018_RI,2018-07-09,120,23.159474112658216,23.191408185319624,22.0,True,1.0,1.0,1.0,35.0,0.054,23.12707214331236,5.5,-0.0643360420072625
2018_TN_120_20181106_D120,2018,TN,2018_TN,2018-07-09,120,-10.937204153944108,-20.678686090523975,-16.0247185753393,True,13.0,8.0,6.741375463302683,9.386153750799249,0.18,-19.840971937790737,5.5,0.8377141527332377
2018_TX_121_20181106_D120,2018,TX,2018_TX,2018-07-09,120,-2.5874814972216456,-2.8564511559439794,-8.217619698596366,True,11.0,9.0,5.592762867751206,18.564836516544453,0.18,-3.821461493621409,5.5,-0.9650103376774295
2018_UT_122_20181106_D120,2018,UT,2018_UT,2018-07-09,120,-33.878940101996875,-18.19579669082257,-38.804263036217584,True,4.0,2.0,1.0013182141831447,21.101329101389464,0.18,-21.90532063299367,5.5,-3.709523942171103
2018_VA_124_20181106_D120,2018,VA,2018_VA,2018-07-09,120,16.319900580969303,12.222752554309402,16.896093820903737,True,4.0,4.0,1.3776145706619722,18.51419019211867,0.18,13.063953982296384,5.5,0.8412014279869826
2018_VT_123_20181106_D120,2018,VT,2018_VT,2018-07-09,120,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,5.5,0.0
2018_WA_125_20181106_D120,2018,WA,2018_WA,2018-07-09,120,16.867519849859107,24.143862400129528,16.0,True,1.0,1.0,1.0,47.0,0.054,23.704093830522535,5.5,-0.4397685696069935
2018_WI_127_20181106_D120,2018,WI,2018_WI,2018-07-09,120,10.83712500456204,5.754021923940577,15.152789528005918,True,3.0,3.0,6.7048429036253205,8.11843100530385,0.135,7.022855550489398,5.5,1.2688336265488207
2018_WV_126_20181106_D120,2018,WV,2018_WV,2018-07-09,120,3.3894179136536167,-37.75210450259154,11.832782017689263,True,10.0,10.0,9.65001573935682,12.2764970016424,0.18,-28.826824928941,5.5,8.925279573650542
2018_WY_128_20181106_D120,2018,WY,2018_WY,2018-07-09,120,-37.97819051140363,-44.84063925830758,,False,0.0,,0.0,,0.0,-44.84063925830758,5.5,0.0
2018_AZ_96_20181106_D090,2018,AZ,2018_AZ,2018-08-08,90,2.402957486136785,2.791759107726598,4.801330581043487,True,11.0,8.0,9.819211634445873,34.65332460298655,0.265,3.3242955481555736,5.5,0.5325364404289754
2018_CT_98_20181106_D090,2018,CT,2018_CT,2018-08-08,90,20.408576995776254,20.85309503452728,,False,0.0,,0.0,,0.0,20.85309503452728,5.5,0.0
