timestamp,run_date,n_sims,days_out,expected_dem_seats,median_dem_seats,dem_control_probability,dem_control_threshold,national_environment_margin,polling_weight,fundamentals_weight,national_error_sd,race_error_sd,total_error_sd,implied_correlation
2026-06-16T22:01:39,2026-06-16,20000.0,140.0,49.17825,49.0,0.2982,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T22:23:14,2026-06-16,20000.0,140.0,49.17825,49.0,0.2982,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T22:27:21,2026-06-16,20000.0,140.0,49.20975,49.0,0.3059,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T22:42:48,2026-06-16,20000.0,140.0,49.33545,49.0,0.322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T22:44:21,2026-06-16,20000.0,140.0,49.33545,49.0,0.322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T22:49:10,2026-06-16,20000.0,140.0,49.33545,49.0,0.322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T23:02:18,2026-06-16,20000.0,140.0,49.33545,49.0,0.322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-17T10:03:59,2026-06-17,20000.0,139.0,49.3697,49.0,0.32885,51.0,6.888333333333334,0.4411111111111111,0.5588888888888889,4.557947438921063,2.790734950472009,5.344444444444444,0.7273333333333333
2026-06-17T13:17:38,2026-06-17,20000.0,139.0,49.3632,49.0,0.32815,51.0,6.871666666666666,0.4411111111111111,0.5588888888888889,4.557947438921063,2.790734950472009,5.344444444444444,0.7273333333333333
2026-06-18T07:55:31,2026-06-18,20000.0,138.0,49.36365,49.0,0.32785,51.0,6.871666666666666,0.4433333333333333,0.5566666666666666,4.550555521642995,2.7815263595531303,5.333333333333333,0.728
